Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Pakistan,PAK,1994,Arable land (% of land area),AG.LND.ARBL.ZS,39.2408675799087
Pakistan,PAK,1993,Arable land (% of land area),AG.LND.ARBL.ZS,39.2149232046492
Pakistan,PAK,1992,Arable land (% of land area),AG.LND.ARBL.ZS,38.8127853881279
Pakistan,PAK,1991,Arable land (% of land area),AG.LND.ARBL.ZS,38.6700913242009
Pakistan,PAK,1990,Arable land (% of land area),AG.LND.ARBL.ZS,38.5922581984226
Pakistan,PAK,1989,Arable land (% of land area),AG.LND.ARBL.ZS,39.4484225819842
Pakistan,PAK,1988,Arable land (% of land area),AG.LND.ARBL.ZS,38.8127853881279
Pakistan,PAK,1987,Arable land (% of land area),AG.LND.ARBL.ZS,40.5380863428809
Pakistan,PAK,1986,Arable land (% of land area),AG.LND.ARBL.ZS,39.0981735159817
Pakistan,PAK,1985,Arable land (% of land area),AG.LND.ARBL.ZS,41.1348069738481
Pakistan,PAK,1984,Arable land (% of land area),AG.LND.ARBL.ZS,41.6536944790369
Pakistan,PAK,1983,Arable land (% of land area),AG.LND.ARBL.ZS,40.2656704026567
Pakistan,PAK,1982,Arable land (% of land area),AG.LND.ARBL.ZS,42.9898298048983
Pakistan,PAK,1981,Arable land (% of land area),AG.LND.ARBL.ZS,40.4213366542134
Pakistan,PAK,1980,Arable land (% of land area),AG.LND.ARBL.ZS,41.6536944790369
Pakistan,PAK,1979,Arable land (% of land area),AG.LND.ARBL.ZS,40.2786425902864
Pakistan,PAK,1978,Arable land (% of land area),AG.LND.ARBL.ZS,40.4083644665836
Pakistan,PAK,1977,Arable land (% of land area),AG.LND.ARBL.ZS,39.7467828974678
Pakistan,PAK,1976,Arable land (% of land area),AG.LND.ARBL.ZS,39.5132835201328
Pakistan,PAK,1975,Arable land (% of land area),AG.LND.ARBL.ZS,39.9543378995434
Pakistan,PAK,1974,Arable land (% of land area),AG.LND.ARBL.ZS,39.6040888335409
Pakistan,PAK,1973,Arable land (% of land area),AG.LND.ARBL.ZS,40.486197592362
Pakistan,PAK,1972,Arable land (% of land area),AG.LND.ARBL.ZS,39.3576172685762
Pakistan,PAK,1971,Arable land (% of land area),AG.LND.ARBL.ZS,39.3316728933167
Pakistan,PAK,1970,Arable land (% of land area),AG.LND.ARBL.ZS,39.8246160232462
Pakistan,PAK,1969,Arable land (% of land area),AG.LND.ARBL.ZS,39.6170610211706
Pakistan,PAK,1968,Arable land (% of land area),AG.LND.ARBL.ZS,41.5239726027397
Pakistan,PAK,1967,Arable land (% of land area),AG.LND.ARBL.ZS,41.9131382316314
Pakistan,PAK,1966,Arable land (% of land area),AG.LND.ARBL.ZS,41.8482772934828
Pakistan,PAK,1965,Arable land (% of land area),AG.LND.ARBL.ZS,41.6147779161478
Pakistan,PAK,1964,Arable land (% of land area),AG.LND.ARBL.ZS,40.4732254047323
Pakistan,PAK,1963,Arable land (% of land area),AG.LND.ARBL.ZS,39.8635325861353
Pakistan,PAK,1962,Arable land (% of land area),AG.LND.ARBL.ZS,39.8116438356164
Pakistan,PAK,1961,Arable land (% of land area),AG.LND.ARBL.ZS,39.6689497716895
Pakistan,PAK,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,11939.46777
Pakistan,PAK,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,11939.46777
Pakistan,PAK,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,11939.46777
Pakistan,PAK,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.515966114
Pakistan,PAK,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.515966114
Pakistan,PAK,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,1.515966114
Pakistan,PAK,2010,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,142.1516876
Pakistan,PAK,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,142.1516876
Pakistan,PAK,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,142.1516876
Pakistan,PAK,2010,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.018049141
Pakistan,PAK,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.018049141
Pakistan,PAK,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.018049141
Pakistan,PAK,2010,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.534015255
Pakistan,PAK,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.534015255
Pakistan,PAK,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1.534015255
Pakistan,PAK,2016,Forest area (sq. km),AG.LND.FRST.K2,14290
Pakistan,PAK,2015,Forest area (sq. km),AG.LND.FRST.K2,14720
Pakistan,PAK,2014,Forest area (sq. km),AG.LND.FRST.K2,15150
Pakistan,PAK,2013,Forest area (sq. km),AG.LND.FRST.K2,15580
Pakistan,PAK,2012,Forest area (sq. km),AG.LND.FRST.K2,16010
Pakistan,PAK,2011,Forest area (sq. km),AG.LND.FRST.K2,16440
Pakistan,PAK,2010,Forest area (sq. km),AG.LND.FRST.K2,16870
Pakistan,PAK,2009,Forest area (sq. km),AG.LND.FRST.K2,17300
Pakistan,PAK,2008,Forest area (sq. km),AG.LND.FRST.K2,17730
Pakistan,PAK,2007,Forest area (sq. km),AG.LND.FRST.K2,18160
Pakistan,PAK,2006,Forest area (sq. km),AG.LND.FRST.K2,18590
Pakistan,PAK,2005,Forest area (sq. km),AG.LND.FRST.K2,19020
Pakistan,PAK,2004,Forest area (sq. km),AG.LND.FRST.K2,19448.0004882813
Pakistan,PAK,2003,Forest area (sq. km),AG.LND.FRST.K2,19875.9997558594
Pakistan,PAK,2002,Forest area (sq. km),AG.LND.FRST.K2,20304.0002441406
Pakistan,PAK,2001,Forest area (sq. km),AG.LND.FRST.K2,20731.9995117188
Pakistan,PAK,2000,Forest area (sq. km),AG.LND.FRST.K2,21160
Pakistan,PAK,1999,Forest area (sq. km),AG.LND.FRST.K2,21571.0009765625
Pakistan,PAK,1998,Forest area (sq. km),AG.LND.FRST.K2,21981.9995117188
Pakistan,PAK,1997,Forest area (sq. km),AG.LND.FRST.K2,22393.0004882813
Pakistan,PAK,1996,Forest area (sq. km),AG.LND.FRST.K2,22803.9990234375
Pakistan,PAK,1995,Forest area (sq. km),AG.LND.FRST.K2,23215
Pakistan,PAK,1994,Forest area (sq. km),AG.LND.FRST.K2,23626.0009765625
Pakistan,PAK,1993,Forest area (sq. km),AG.LND.FRST.K2,24036.9995117188
Pakistan,PAK,1992,Forest area (sq. km),AG.LND.FRST.K2,24448.0004882813
Pakistan,PAK,1991,Forest area (sq. km),AG.LND.FRST.K2,24858.9990234375
Pakistan,PAK,1990,Forest area (sq. km),AG.LND.FRST.K2,25270
Pakistan,PAK,2016,Forest area (% of land area),AG.LND.FRST.ZS,1.85372561228726
Pakistan,PAK,2015,Forest area (% of land area),AG.LND.FRST.ZS,1.90950601909506
Pakistan,PAK,2014,Forest area (% of land area),AG.LND.FRST.ZS,1.96528642590286
Pakistan,PAK,2013,Forest area (% of land area),AG.LND.FRST.ZS,2.02106683271067
Pakistan,PAK,2012,Forest area (% of land area),AG.LND.FRST.ZS,2.07684723951847
Pakistan,PAK,2011,Forest area (% of land area),AG.LND.FRST.ZS,2.13262764632628
Pakistan,PAK,2010,Forest area (% of land area),AG.LND.FRST.ZS,2.18840805313408
Pakistan,PAK,2009,Forest area (% of land area),AG.LND.FRST.ZS,2.24418845994188
Pakistan,PAK,2008,Forest area (% of land area),AG.LND.FRST.ZS,2.29996886674969
Pakistan,PAK,2007,Forest area (% of land area),AG.LND.FRST.ZS,2.35574927355749
Pakistan,PAK,2006,Forest area (% of land area),AG.LND.FRST.ZS,2.4115296803653
Pakistan,PAK,2005,Forest area (% of land area),AG.LND.FRST.ZS,2.4673100871731
Pakistan,PAK,2004,Forest area (% of land area),AG.LND.FRST.ZS,2.52283111356908
Pakistan,PAK,2003,Forest area (% of land area),AG.LND.FRST.ZS,2.57835198161314
Pakistan,PAK,2002,Forest area (% of land area),AG.LND.FRST.ZS,2.63387300800911
Pakistan,PAK,2001,Forest area (% of land area),AG.LND.FRST.ZS,2.68939387605319
Pakistan,PAK,2000,Forest area (% of land area),AG.LND.FRST.ZS,2.74491490244915
Pakistan,PAK,1999,Forest area (% of land area),AG.LND.FRST.ZS,2.79823072028883
Pakistan,PAK,1998,Forest area (% of land area),AG.LND.FRST.ZS,2.85154622142471
Pakistan,PAK,1997,Forest area (% of land area),AG.LND.FRST.ZS,2.90486203926439
Pakistan,PAK,1996,Forest area (% of land area),AG.LND.FRST.ZS,2.95817754040026
Pakistan,PAK,1995,Forest area (% of land area),AG.LND.FRST.ZS,3.01149335823993
Pakistan,PAK,1994,Forest area (% of land area),AG.LND.FRST.ZS,3.06480917607961
Pakistan,PAK,1993,Forest area (% of land area),AG.LND.FRST.ZS,3.11812467721549
Pakistan,PAK,1992,Forest area (% of land area),AG.LND.FRST.ZS,3.17144049505517
Pakistan,PAK,1991,Forest area (% of land area),AG.LND.FRST.ZS,3.22475599619104
Pakistan,PAK,1990,Forest area (% of land area),AG.LND.FRST.ZS,3.27807181403072
Pakistan,PAK,2016,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,50.51025947237
Pakistan,PAK,2015,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,51.7374730677863
Pakistan,PAK,2014,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,51.2799293832064
Pakistan,PAK,2013,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,49.4487320837927
Pakistan,PAK,2012,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,51.4654909463994
Pakistan,PAK,2011,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,51.9534728406055
Pakistan,PAK,2010,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,55.728959763918
Pakistan,PAK,2009,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,55.0500325991439
Pakistan,PAK,2008,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,54.6257752102625
Pakistan,PAK,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,53.0364035209508
Pakistan,PAK,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,52.9403625294036
Pakistan,PAK,2005,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,52.773529820659
Pakistan,PAK,2004,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,52.1015397419892
Pakistan,PAK,2003,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,49.4544270126486
Pakistan,PAK,2002,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,48.9100965188157
Pakistan,PAK,2001,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,48.1986368062317
Pakistan,PAK,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,494
Pakistan,PAK,2017,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3170.8
Pakistan,PAK,2016,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3020.8
Pakistan,PAK,2015,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2942.4
Pakistan,PAK,2014,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3001.2
Pakistan,PAK,2013,Cereal yield (kg per hectare),AG.YLD.CREL.KG,3001.3
Pakistan,PAK,2012,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2862.6
Pakistan,PAK,2011,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2953.4
Pakistan,PAK,2010,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2611
Pakistan,PAK,2009,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2789.7
Pakistan,PAK,2008,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2653.7
Pakistan,PAK,2007,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2743.9
Pakistan,PAK,2006,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2554
Pakistan,PAK,2005,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2615.8
Pakistan,PAK,2004,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2430.7
Pakistan,PAK,2003,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2320.6
Pakistan,PAK,2002,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2260.2
Pakistan,PAK,2001,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2230.5
Pakistan,PAK,2000,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2404.5
Pakistan,PAK,1999,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2217.8
Pakistan,PAK,1998,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2200.3
Pakistan,PAK,1997,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2044.2
Pakistan,PAK,1996,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2046.3
Pakistan,PAK,1995,Cereal yield (kg per hectare),AG.YLD.CREL.KG,2050.4
Pakistan,PAK,1994,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1840.9
Pakistan,PAK,1993,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1959.5
Pakistan,PAK,1992,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1884.7
Pakistan,PAK,1991,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1805.8
Pakistan,PAK,1990,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1766.4
Pakistan,PAK,1989,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1779.7
Pakistan,PAK,1988,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1702.4
Pakistan,PAK,1987,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1628.2
Pakistan,PAK,1986,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1833.3
Pakistan,PAK,1985,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1601.9
Pakistan,PAK,1984,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1544.9
Pakistan,PAK,1983,Cereal yield (kg per hectare),AG.YLD.CREL.KG,1675.3
